,Unnamed: 0,doc_id,doc_name,par_id,par,label,par_length,sent_num
10287,10287,150,languagedrops.com.txt,6,"By providing us with your personal data when using the Services, you consent to the processing of your personal data as described in this Privacy Policy. If you do not agree to this Privacy Policy, please do not access or use the Services.",Introductory/Generic,47,2
10288,10288,150,languagedrops.com.txt,7,1. Personal Data That We Collect,First Party Collection,7,2
10289,10289,150,languagedrops.com.txt,8,"When you interact with our Apps, we collect information that, alone or in combination with other information, could be used to identify you (“Personal Data”).",First Party Collection,33,1
10290,10290,150,languagedrops.com.txt,9,"Personal Data You Give Us. When you sign up for or use the Services, you voluntarily give us certain Personal Data, including your name, email address, username, and profile picture. If you register for an account through your social media account (including Facebook and Google Sign-in), you may see which of your friends are using the Services. The information we get from these accounts depends on your settings and the privacy policies of the social media platforms, so please check those policies to understand the privacy practices of those platforms.",First Party Collection,103,4
10291,10291,150,languagedrops.com.txt,10,"When you use the Services, you may generate learning data such as test answers, learning scores, and progress within a course, which we will collect and store for use in connection with the Services.",First Party Collection,39,1
10292,10292,150,languagedrops.com.txt,11,"We also collect information you choose to provide to us when you complete any “free text” boxes in our forms (for example, support request or survey submission). In addition, we may collect Personal Data disclosed by you on our forums, blogs and our other areas of the Services to which you can post information and materials.",First Party Collection,65,2
10293,10293,150,languagedrops.com.txt,12,"We may also collect non-Personal Data, such as your time zone or language.",First Party Collection,15,1
10294,10294,150,languagedrops.com.txt,13,"Automatically Collected Data: When you use the Services, the following information is created and automatically logged in our systems:Log data: Information (“log data”) that the Apps automatically send when you use them.",First Party Collection,42,1
10295,10295,150,languagedrops.com.txt,14,"Device information: Includes type of device you are using, operating system, settings, unique device identifiers, network information and other device-specific information. Information collected may depend on the type of device you use and its settings.",First Party Collection,42,2
10296,10296,150,languagedrops.com.txt,15,"Usage Information: We collect information about how you use our Services, such as the types of content that you view or engage with, the features you use, the actions you take, the other users you interact with and the time, frequency and duration of your activities.",First Party Collection,53,1
10297,10297,150,languagedrops.com.txt,16,2. How We Use Data,First Party Use,6,2
10298,10298,150,languagedrops.com.txt,17,"We use the data we collect, described above:To authenticate users, provide the Services, process transactions and respond to your requests. For users located within the EU , this use is necessary to perform the contract with you.",First Party Use,44,2
10299,10299,150,languagedrops.com.txt,18,"As necessary for certain legitimate business interests, which include the following:To customize the learning experience and degree of difficulty to our users’ level and needs.",First Party Use,30,1
10300,10300,150,languagedrops.com.txt,19,To conduct analytics to inform our marketing strategy and enable us to enhance and personalize our communications and the experience we offer to our users.,First Party Use,26,1
10301,10301,150,languagedrops.com.txt,20,To provide communications by post which we think will be of interest to you.,First Party Use,15,1
